,0,1,2,3,Aditivo,Beneficiário,CNPJ Beneficiário,Categoria do convênio,Contrapartida (R$),Convênio,Data da publicação,Data da situação,Entidade,Filtros utilizados para elaboração da consulta,Motivo,Não há documentos vinculados para este convênio.,Objeto,Período de vigência final,Repasse (R$),Selecione o formato que deseja exportar,Situação,Tipo de convênio,Total (R$),Total conveniado no período para a entidade,Vigência,Órgão concedente,EXECUÇÃO DO PROJETO ESCOTISMO,cooperação entre as partes para a execução do projeto Escotismo,Ano,Concedido (R$),Conta,Mês,Recebido (R$)
623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.541.484,20",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.099.742,35",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 10.163.270,67",,,"Total recebidoR$ 0,00"
626,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2020 | Mês: Abril,,,,,,PDF,,,,,,,,, *,,, *,
627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.790.030,39",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"571.690,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"851.335,91",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 4.213.056,30",,,"Total recebidoR$ 0,00"
631,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2015 | Mês: Fevereiro,,,,,,PDF,,,,,,,,, *,,, *,
632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.364.500,00",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.697.050,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.234.300,06",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 6.295.850,06",,,"Total recebidoR$ 0,00"
636,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2014 | Mês: Março,,,,,,PDF,,,,,,,,, *,,, *,
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.284.601,01",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.906.092,17",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.885.312,18",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 25.076.005,36",,,"Total recebidoR$ 0,00"
641,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2021 | Mês: Setembro,,,,,,PDF,,,,,,,,, *,,, *,
642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.989.943,82",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.482.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.448.108,63",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 15.920.052,45",,,"Total recebidoR$ 0,00"
646,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2019 | Mês: Julho,,,,,,PDF,,,,,,,,, *,,, *,
647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.463.615,23",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.216.173,14",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.212.600,27",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 20.892.388,64",,,"Total recebidoR$ 0,00"
651,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2016 | Mês: Setembro,,,,,,PDF,,,,,,,,, *,,, *,
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.529.324,52",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.174.809,73",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.973.347,78",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 20.677.482,03",,,"Total recebidoR$ 0,00"
656,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2015 | Mês: Setembro,,,,,,PDF,,,,,,,,, *,,, *,
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.300.000,00",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"482.205,11",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 1.902.205,11",,,"Total recebidoR$ 0,00"
661,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2019 | Mês: Janeiro,,,,,,PDF,,,,,,,,, *,,, *,
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.580.983,32",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"67.602,71"
663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.810.960,27",REPASSE FUMCULT  REPASSE FUMCULT,,000
664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.405.616,86",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 5.797.560,45",,,"Total recebidoR$ 67.602,71"
666,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2011 | Mês: Abril,,,,,,PDF,,,,,,,,, *,,, *,
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.138.000,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"1.141,42"
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.229.306,72",REPASSE FUMCULT  REPASSE FUMCULT,,000
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.452.481,23",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 6.819.787,95",,,"Total recebidoR$ 1.141,42"
671,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2012 | Mês: Abril,,,,,,PDF,,,,,,,,, *,,, *,
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.040.000,00",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.816.350,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.411.546,15",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 12.267.896,15",,,"Total recebidoR$ 0,00"
676,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2022 | Mês: Abril,,,,,,PDF,,,,,,,,, *,,, *,
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"784.500,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441.000,00",REPASSE FUMCULT  REPASSE FUMCULT,,000
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"337.475,57",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 1.562.975,57",,,"Total recebidoR$ 0,00"
681,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2012 | Mês: Janeiro,,,,,,PDF,,,,,,,,, *,,, *,
682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.947.937,84",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.694.700,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.227.276,21",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 10.869.914,05",,,"Total recebidoR$ 0,00"
686,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2015 | Mês: Maio,,,,,,PDF,,,,,,,,, *,,, *,
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.133.977,85",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.389.572,93",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.540.090,77",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 18.063.641,55",,,"Total recebidoR$ 0,00"
691,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2015 | Mês: Agosto,,,,,,PDF,,,,,,,,, *,,, *,
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,DEVOLUÇÃO DE REPASSES DA FUMCULT  DEVOLUÇÃO DE REPASSES DA FUMCULT,,"1.789.173,42"
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.424.840,74",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"757.097,24"
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.734.730,66",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 17.272.408,48",,,"Total recebidoR$ 2.546.270,66"
696,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2012 | Mês: Dezembro,,,,,,PDF,,,,,,,,, *,,, *,
697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.865.860,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.349.787,76",REPASSE FUMCULT  REPASSE FUMCULT,,000
699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"726.846,61",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 3.942.494,37",,,"Total recebidoR$ 0,00"
701,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2013 | Mês: Fevereiro,,,,,,PDF,,,,,,,,, *,,, *,
702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.692.781,55",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.370.173,14",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.766.480,52",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 13.829.435,21",,,"Total recebidoR$ 0,00"
706,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2016 | Mês: Junho,,,,,,PDF,,,,,,,,, *,,, *,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.935.737,49",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,54000
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 4.475.176,58",,,"Total recebidoR$ 540,00"
709,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2011 | Mês: Março,,,,,,PDF,,,,,,,,, *,,, *,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.850.500,00",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.577.050,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.879.981,61",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 13.307.531,61",,,"Total recebidoR$ 0,00"
714,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2014 | Mês: Julho,,,,,,PDF,,,,,,,,, *,,, *,
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.329.300,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.977.974,62",REPASSE FUMCULT  REPASSE FUMCULT,,000
717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.865.554,48",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 17.172.829,10",,,"Total recebidoR$ 0,00"
719,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2013 | Mês: Outubro,,,,,,PDF,,,,,,,,, *,,, *,
720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.663.577,21",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.894.807,36",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.667.291,18",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 17.225.675,75",,,"Total recebidoR$ 0,00"
724,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2020 | Mês: Julho,,,,,,PDF,,,,,,,,, *,,, *,
725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.185.621,33",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.637.193,95",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.745.153,73",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 27.567.969,01",,,"Total recebidoR$ 0,00"
729,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2020 | Mês: Novembro,,,,,,PDF,,,,,,,,, *,,, *,
730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.891.209,82",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.388.077,92",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 6.179.287,74",,,"Total recebidoR$ 0,00"
734,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2017 | Mês: Março,,,,,,PDF,,,,,,,,, *,,, *,
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.452.458,30",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"68.151,08"
736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.517.769,80",REPASSE FUMCULT  REPASSE FUMCULT,,000
737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.416.384,43",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 14.386.612,53",,,"Total recebidoR$ 68.151,08"
739,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2011 | Mês: Outubro,,,,,,PDF,,,,,,,,, *,,, *,
740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.276.000,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"77.397,92"
741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.907.385,11",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 12.296.222,19",,,"Total recebidoR$ 77.397,92"
743,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2012 | Mês: Agosto,,,,,,PDF,,,,,,,,, *,,, *,
744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.941.095,45",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.905.563,14",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.352.420,97",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 7.199.079,56",,,"Total recebidoR$ 0,00"
748,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2016 | Mês: Março,,,,,,PDF,,,,,,,,, *,,, *,
749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.320.000,00",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.746.410,55",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 20.670.428,07",,,"Total recebidoR$ 0,00"
752,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2022 | Mês: Julho,,,,,,PDF,,,,,,,,, *,,, *,
753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.523.067,34",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.544.216,24",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.259.207,33",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 16.326.490,91",,,"Total recebidoR$ 0,00"
757,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2021 | Mês: Junho,,,,,,PDF,,,,,,,,, *,,, *,
758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.845.444,61",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.482.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.960.954,84",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 22.288.399,45",,,"Total recebidoR$ 0,00"
762,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2019 | Mês: Outubro,,,,,,PDF,,,,,,,,, *,,, *,
763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.206.670,67",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.756.173,14",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.736.136,59",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 18.698.980,40",,,"Total recebidoR$ 0,00"
767,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2016 | Mês: Agosto,,,,,,PDF,,,,,,,,, *,,, *,
768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.097.704,13",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,"68.151,08"
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.797.769,80",REPASSE FUMCULT  REPASSE FUMCULT,,000
770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.750.271,37",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 15.645.745,30",,,"Total recebidoR$ 68.151,08"
772,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2011 | Mês: Novembro,,,,,,PDF,,,,,,,,, *,,, *,
773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.782.419,64",REPASSE FINANCEIRO PARA A CÂMARA MUNICIP...  REPASSE FINANCEIRO PARA A CÂMARA MUNICIPAL,,000
774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.813.000,00",REPASSE FINANCEIRO PARA A FUMCULT  REPASSE FINANCEIRO PARA A FUMCULT,,000
775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.844.110,19",REPASSE FINANCEIRO PARA A PREVCON  REPASSE FINANCEIRO PARA A PREVCON,,000
776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 13.439.529,83",,,"Total recebidoR$ 0,00"
777,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2017 | Mês: Junho,,,,,,PDF,,,,,,,,, *,,, *,
778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"932.930,00",REPASSE AO LEGISLATIVO  REPASSE AO LEGISLATIVO,,000
779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"203.587,76",REPASSE FUMCULT  REPASSE FUMCULT,,000
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"358.035,66",REPASSE PREVCON INATIVOS/PENSIONISTAS  REPASSE PREVCON INATIVOS/PENSIONISTAS,,000
781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total concedidoR$ 1.494.553,42",,,"Total recebidoR$ 0,00"
782,,,,,,,,,,,,, *,Entidade: PREFEITURA MUNICIPAL DE CONGONHAS | Ano: 2013 | Mês: Janeiro,,,,,,PDF,,,,,,,,, *,,, *,
