,N° Processo,N° Contrato,Modalidade,Tipo,Data do Aditivo,Abertura,Objeto,Valor,Datas,Situação,Editais de Licitação e Demais Arquivos,
91, 000004/2018," 0053/2018
 0054/2018
",Pregão,Menor Preço,,02/02/2018,"AQUISICAO DE PAO FRANCES DE SAL E LEITE PASTEURIZADO TIPO B, PARA O ATENDIMENTO AOS SETORES DA EDUCACAO, CRAS, SAUDE E ADMINISTRACAO MUNICIPAL.",88120,"Edital: 18/01/2018
Homologação: 08/02/2018
Julgamento: 02/02/2018
Adjudicação: 02/02/2018
Data de publicação: 19/01/2018
Prazo de Execução: 12 Meses
",Finalizado,,
92, 000003/2018," 0052/2018
 0050/2018
 0049/2018
 0051/2018
 0047/2018
 0048/2018
",Pregão,Menor Preço,,31/01/2018,AQUISICAO DE GENEROS ALIMENTICIOS PARA ATENDIMENTO AOS SETORES DA EDUCACAO E ADMINISTRACAO MUNICIPAL.,661588.02,"Edital: 16/01/2018
Homologação: 06/02/2018
Julgamento: 31/01/2018
Adjudicação: 31/01/2018
Data de publicação: 17/01/2018
Prazo de Execução: 12 Meses
",Finalizado,,
93, 000003/2018 / A," 0052/2018 / ADITIVO
",Pregão,Menor Preço,26/09/2018,31/01/2018,AQUISICAO DE GENEROS ALIMENTICIOS PARA ATENDIMENTO AOS SETORES DA EDUCACAO E ADMINISTRACAO MUNICIPAL.,1677,"Edital: 16/01/2018
Homologação: 06/02/2018
Julgamento: 31/01/2018
Adjudicação: 31/01/2018
Data de publicação: 17/01/2018
",Finalizado,,
94, 000003/2018 / B," 0052/2018 / ADITIVO
 0050/2018 / ADITIVO
 0047/2018 / ADITIVO
",Pregão,Menor Preço,27/11/2018,31/01/2018,AQUISICAO DE GENEROS ALIMENTICIOS PARA ATENDIMENTO AOS SETORES DA EDUCACAO E ADMINISTRACAO MUNICIPAL.,3585.99,"Edital: 16/01/2018
Homologação: 06/02/2018
Julgamento: 31/01/2018
Adjudicação: 31/01/2018
Data de publicação: 17/01/2018
Prazo de Execução: 12 Meses
",Finalizado,,
95, 000001/2018," 0046/2018
",Pregão,Menor Preço,,23/01/2018,"AQUISICAO DE COMBUSTIVEL GASOLINA COMUM, OLEO DIESEL COMUM, OLEO DIESEL S10 (NA CONFORMIDADE DA RESOLUCAO ANP 65/2011) E ETANOL, PARA A MANUTENCAO DOS VEICULOS PERTENCENTE A FROTA DA PREFEITURA MUNICIPAL DE CAREACU-MG.",3792000,"Edital: 08/01/2018
Homologação: 29/01/2018
Julgamento: 23/01/2018
Adjudicação: 23/01/2018
Data de publicação: 09/01/2018
Prazo de Execução: 12 Meses
",Finalizado,,
96, 000070/2017," 0027/2018
",Tomada de Preços,Menor Preço,,17/01/2018,"CALCAMENTO EM BLOQUETES DE CONCRETO, DRENAGEM SUPERFICIAL, SINALIZACAO VIARIA, ORCAMENTO, ACESSIBILIDADE PARA RUAS GOIAS, BAHIA E ESPIRITO SANTO LOCALIZADA NO LOTEAMENTO DO PESCADOR.",209258.24,"Edital: 21/12/2017
Homologação: 23/01/2018
Julgamento: 17/01/2018
Adjudicação: 17/01/2018
Data de publicação: 22/12/2017
Prazo de Execução: 120 Dias
",Finalizado,,
97, 000065/2017 / A," 0273/2017 / ADITIVO
",Pregão,Menor Preço,23/10/2018,07/12/2017,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE LEITE UHT SEMI DESNATADO E LEITE EM PO PARA ATENDER AS NECESSIDADES DAS SECRETARIAS DE SAUDE, EDUCACAO E ASSISTENCIA SOCIAL DO MUNICIPIO DE CAREACU-MG.",4181,"Edital: 23/11/2017
Homologação: 14/12/2017
Julgamento: 07/12/2017
Adjudicação: 07/12/2017
Data de publicação: 24/11/2017
Prazo de Execução: 12 Meses
",Finalizado,,
98, 000062/2017 / A," 0272/2017 / ADITIVO
",Tomada de Preços,Menor Preço,08/05/2018,17/11/2017,"CONSTRUCAO DO PALCO, VESTIARIO, CAMARIM E REFORMA DA QUADRA DE ESPORTES, LOCALIZADA NA ESCOLA MUNICIPAL COMENDADOR ANTONIO FLORENCIO NOGUEIRA.",44286.78,"Edital: 24/10/2017
Homologação: 05/12/2017
Julgamento: 17/11/2017
Adjudicação: 30/11/2017
Data de publicação: 25/10/2017
",Finalizado,,
99, 000060/2017 / A," 0256/2017 / ADITIVO
",Pregão,Menor Preço,13/11/2018,07/11/2017,"CONTRATACAO DE EMPRESA ESPECIALIZADA, PARA PRESTACAO DE SERVICOS DE FUNILARIA, PINTURA EM GERAL EM VEICULOS, COM FORNECIMENTO DOS MATERIAIS E MAO DE OBRA NECESSARIA ESPECIALIZADA, PARA A EXECUCAO DOS SERVICOS NOS VEICULOS PERTENCENTE A FROTA MUNICIPAL.",49200,"Edital: 18/10/2017
Homologação: 13/11/2017
Julgamento: 07/11/2017
Adjudicação: 07/11/2017
Data de publicação: 19/10/2017
Prazo de Execução: 12 Meses
",Finalizado,,
100, 000055/2017 / A," 0240/2017 / ADITIVO
",Pregão,Menor Preço,02/10/2018,26/09/2017,CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS COM UM TRATOR DE ESTEIRA AD7B PARA O ATENDIMENTO A VÁRIOS SETORES DA ADMINISTRAÇÃO MUNICIPAL.,156000,"Edital: 11/09/2017
Homologação: 02/10/2017
Julgamento: 26/09/2017
Adjudicação: 26/09/2017
Data de publicação: 12/09/2017
",Finalizado,,
101, 000049/2017 / A," 0224/2017 / ADITIVO
 0225/2017 / ADITIVO
 0226/2017 / ADITIVO
",Pregão,Menor Preço,13/08/2018,04/08/2017,"CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE ALINHAMENTO, BALANCEAMENTO, RECAPAGEM DE PNEUS E CAMBAGEM EM VEICULOS LEVES E PESADOS PERTENCENTE A FROTA MUNICIPAL.",504820,"Edital: 20/07/2017
Homologação: 10/08/2017
Julgamento: 04/08/2017
Adjudicação: 04/08/2017
Data de publicação: 21/07/2017
",Finalizado,,
102, 000046/2017 / A," 0216/2017 / ADITIVO
",Pregão,Menor Preço,27/07/2018,20/07/2017,"CONTRATACAO DE UMA EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE SUPORTE TECNICO E CONSERTOS NOS EQUIPAMENTOS DE INFORMATICA, CABEAMENTO DE REDE LOGICA, INCLUINDO SERVIDORES, COMPUTADORES, IMPRESSORAS, MONITORES DE VIDEO, SWITCHES DE COMUNICACAO, ROTEADORES, ESTABILIZADORES, NO-BREAKS, RACKS DE COMUNICACAO E REDE DE INTERNET.",20000,"Edital: 05/07/2017
Homologação: 26/07/2017
Julgamento: 20/07/2017
Adjudicação: 20/07/2017
Data de publicação: 06/07/2017
",Finalizado,,
103, 000032/2017 / A," 0184/2017 / ADITIVO
",Pregão,Menor Preço,23/05/2018,16/05/2017,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DOS SERVIÇOS DE CONSULTORIA EM PESQUISA E ELABORAÇAO,CONCLUSAO E PROTOCOLIZAÇÃO DE PROJETOS NA AREA MUNICIPAL, COM VISTAS A BUSCAR RECURSOS JUNTO AO ESTADO E UNIAO, AUTARQUIAS DO PREFEITO E SECRETARIAS",77400,"Edital: 26/04/2017
Homologação: 22/05/2017
Julgamento: 16/05/2017
Adjudicação: 16/05/2017
Data de publicação: 26/04/2017
",Finalizado,,
104, 000018/2017 / A," 0142/2017 / ADITIVO
",Pregão,Menor Preço,09/04/2018,03/04/2017,"CONTRATACAO DE SERVICOS DE ACESSO AOS MEIOS DE COMUNICACAO MULTIMIDIA A REDE DE COMPUTADORES. ATRAVES DE PROTOCOLO TCP/IP, OU CABO, INCLUINDO O ACESSO AOS MAIS VARIADOS BANCO DE DADOS, COM POSSIBILIDADE DE ENVIO, COPIA E GRAVACAO DE ARQUIVOS DE DISTINTAS NATUREZAS.",20400,"Edital: 20/03/2017
Homologação: 07/04/2017
Julgamento: 03/04/2017
Adjudicação: 03/04/2017
Data de publicação: 21/03/2017
",Finalizado,,
105, 000017/2017 / A," 0141/2017 / ADITIVO
",Pregão,Menor Preço,26/03/2018,31/03/2017,"CONTRATACAO DE SERVICOS DE PUBLICACAO E VEICULACAO DE PUBLICIDADE OFICIAL DA PREFEITURA MUNICIPAL, POR JORNAIS ESCRITOS DE AMPLA CIRCULACAO NO MUNICIPIO DE CAREACU-MG E NA REGIAO",9187.5,"Edital: 20/03/2017
Homologação: 06/04/2017
Julgamento: 31/03/2017
Adjudicação: 31/03/2017
Data de publicação: 21/03/2017
Prazo de Execução: 30 Meses
",Finalizado,,
106, 000016/2017 / A," 0137/2017 / ADITIVO
",Pregão,Menor Preço,26/01/2018,28/03/2017,"AQUISICAO DE MATERIAIS DE CONSTRUCAO, PARA A MANUTENCAO DE VARIOS SETORES DA ADMINISTRACAO MUNICIPAL.",8619.5,"Edital: 13/03/2017
Homologação: 31/03/2017
Julgamento: 28/03/2017
Adjudicação: 29/03/2017
Data de publicação: 15/03/2017
",Finalizado,,
107, 000015/2017 / A," 0133/2017 / ADITIVO
",Pregão,Menor Preço,05/04/2018,20/03/2017,"CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS DE ASSESSORIA EM SISTEMAS DE NIVEL FEDERAL E ESTADUAL DE PRESTACAO DE CONTAS, METAS E GESTAO. IMPLANTACAO, TREINAMENTO E SUPORTE DO SISTEMA E-SUS AB EM SERVIDOR UNICO E ACESSO PARA TERMINAIS. SUPORTE DOS SISTEMAS DATASUS E MINISTERIO DA SAUDE. INSTALACAO DE SISTEMAS MUNICIPAIS.",26400,"Edital: 06/03/2017
Homologação: 24/03/2017
Julgamento: 20/03/2017
Adjudicação: 20/03/2017
Data de publicação: 08/03/2017
",Finalizado,,
108, 000012/2017 / A," 0123/2017 / ADITIVO
",Pregão,Menor Preço,16/03/2018,13/03/2017,"CONTRATACAO DE EMPRESA ESPECIALIZADA NO DESENVOLVIMENTO DE SOFTWARE, CONSULTORIA, ASSESSORIA E TREINAMENTO DE PESSOAL PARA A PRESTACAO DOS SERVICOS NAS AREAS DE CONTABILIDADE, ADMINISTRACAO, GESTAO, ARRECADACAO DE TRIBUTOS, CONTROLE INTERNO, LICITACOES, COMPRAS, ALMOXARIFADO, CONTROLE DE FROTAS, APOIO TECNICO, IMPLANTACAO DE NORMAS DE CONVERGENCIAS AO NOVO PLANO DE CONTAS CONTABIL, APLICADO AO SETOR PUBLICO, PARA ATENDER AS NECESSIDADES ADMINISTRATIVAS DO MUNICIPIO DE CAREACU-MG, MEDIANTE ESPECIFICACOES DO EDITAL E SEUS ANEXOS, CONFORME O TERMO DE REFERENCIA",136800,"Edital: 21/02/2017
Homologação: 16/03/2017
Julgamento: 13/03/2017
Adjudicação: 13/03/2017
Data de publicação: 21/02/2017
",Finalizado,,
109, 000011/2017 / A," 0122/2017 / ADITIVO
",Pregão,Menor Preço,16/03/2018,10/03/2017,CONTRATACAO DE EMPRESA PARA A PRESTACAO DE ASSESSORIA NA CAPTACAO DE RECURSOS E NO ACOMPANHAMENTO DE TODOS OS PROGRAMAS RELACIONADOS A SECRETARIA MUNICIPAL DE EDUCACAO,18000,"Edital: 20/02/2017
Homologação: 16/03/2017
Julgamento: 10/03/2017
Adjudicação: 10/03/2017
Data de publicação: 20/02/2017
",Finalizado,,
110, 000004/2017 / A," 0080/2017 / ADITIVO
",Pregão,Menor Preço,19/02/2018,09/02/2017,CONTRATACAO DE EMPRESA PARA DESTINACAO FINAL DOS RESIDUOS SOLIDOS DOMICILIARES PROVENIENTES DA LIMPEZA PUBLICA DO MUNICIPIO DE CAREACU-MG,118854,"Edital: 26/01/2017
Homologação: 15/02/2017
Julgamento: 09/02/2017
Adjudicação: 09/02/2017
Data de publicação: 27/01/2017
",Finalizado,,
111, 000004/2017 / B," 0080/2017 / ADITIVO
",Pregão,Menor Preço,06/12/2018,09/02/2017,CONTRATACAO DE EMPRESA PARA DESTINACAO FINAL DOS RESIDUOS SOLIDOS DOMICILIARES PROVENIENTES DA LIMPEZA PUBLICA DO MUNICIPIO DE CAREACU-MG,29713.5,"Edital: 26/01/2017
Homologação: 15/02/2017
Julgamento: 09/02/2017
Adjudicação: 09/02/2017
Data de publicação: 27/01/2017
Prazo de Execução: 12 Meses
",Finalizado,,
112,,,,,,,,,,,,
113,,,,,,,,,,,,
114,,,,,,,,,,,,
115,Filtro de busca:,,,,,,,,,,,
1, 000081/2020," 0324/2020
",Dispensa,Menor Preço,,09/12/2020,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE QUEIJO MEIA CURA PADRAO.,16340,"Homologação: 09/12/2020
Julgamento: 09/12/2020
Adjudicação: 09/12/2020
Prazo de Execução: 12 Meses
",Finalizado,,
2, 000080/2020," 0328/2020
",Pregão,Menor Preço,,16/12/2020,AQUISICAO DE CARTUCHO E TONER ORIGINAL OU COMPATIVEL PARA A MANUTENCAO DE VARIOS SETORES DA ADMINISTRACAO MUNICIPAL.,65115,"Edital: 30/11/2020
Homologação: 22/12/2020
Julgamento: 16/12/2020
Adjudicação: 16/12/2020
Data de publicação: 30/11/2020
Prazo de Execução: 12 Meses
",Finalizado,,
3, 000079/2020," 0326/2020
 0325/2020
 0327/2020
",Pregão,Menor Preço,,03/12/2020,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE LEITE UHT SEMI DESNATADO, LEITE A BASE DE SOJA E LEITE EM PO PARA ATENDER AS NECESSIDADES DAS SECRETARIAS DE SAUDE, EDUCACAO E ASSISTENCIA SOCIAL DO MUNICIPIO DE CAREACU-MG.",109780,"Edital: 19/11/2020
Homologação: 10/12/2020
Julgamento: 03/12/2020
Adjudicação: 03/12/2020
Data de publicação: 19/11/2020
Prazo de Execução: 12 Meses
",Finalizado,,
4, 000078/2020," 0316/2020
",Dispensa,Menor Preço,,05/11/2020,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE MATERIAL PAISAGISTICO E MÃO DE OBRA PARA EXECUCAO DE TODO SERVICO, DESLOCAMENTO E ACOMPANHAMENTO TECNICO PARA O PACO MUNICIPAL.",16900,"Homologação: 05/11/2020
Julgamento: 05/11/2020
Adjudicação: 05/11/2020
Prazo de Execução: 1 Mes
",Finalizado,,
5, 000077/2020," 0320/2020
",Pregão,Menor Preço,,11/11/2020,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE RACAO PARA CAES, PARA ATENDIMENTO AO ABRIGO DA PREFEITURA MUNICIPAL.",31950,"Edital: 26/10/2020
Homologação: 20/11/2020
Julgamento: 11/11/2020
Adjudicação: 11/11/2020
Data de publicação: 26/10/2020
Prazo de Execução: 12 Meses
",Finalizado,,
6, 000076/2020," 0319/2020
",Tomada de Preços,Menor Preço,,12/11/2020,CONTRATACAO DE EMPRESA ESPECIALIZADA NO RAMO DA CONSTRUCAO CIVIL PARA EXECUCAO DO ESPELHO D'AGUA NO PREDIO DA PREFEITURA MUNICIPAL.,80571.64,"Edital: 26/10/2020
Homologação: 19/11/2020
Julgamento: 12/11/2020
Adjudicação: 12/11/2020
Data de publicação: 26/10/2020
Prazo de Execução: 30 Dias
",Finalizado,,
7, 000076/2020 / A," 0319/2020 / ADITIVO
",Tomada de Preços,Menor Preço,14/12/2020,12/11/2020,CONTRATACAO DE EMPRESA ESPECIALIZADA NO RAMO DA CONSTRUCAO CIVIL PARA EXECUCAO DO ESPELHO D'AGUA NO PREDIO DA PREFEITURA MUNICIPAL.,4684.39,"Edital: 26/10/2020
Homologação: 19/11/2020
Julgamento: 12/11/2020
Adjudicação: 12/11/2020
Data de publicação: 26/10/2020
Prazo de Execução: 30 Dias
",Finalizado,,
8, 000075/2020," 0318/2020
",Tomada de Preços,Menor Preço,,05/11/2020,"CONTRATACAO DE EMPRESA PARA OS SERVICOS DE RECAPEAMENTO ASFALTICO E TAPA BURACO DA RUA FRANCISCO GONCALVES TEIXEIRA, RUA ANTONIO SOARES PINHO, RUA PROFESSOR ANTONIO NEDER, RUA EVARISTO JUNQUEIRA, RUA JOAQUIM AMADOR NETO, RUA DO CEMITERIO, RUA JOSE CLAUDIO MARCHETTI, RUA JOSE C. RESENDE, AV. MINAS GERAIS, RUA MAJOR SEVERIANO DE FARIA, RUA ANTONIO F. NOGUEIRA E RUA OTAVIANO JUNQUEIRA EM CAREACU/MG.",141800.19,"Edital: 19/10/2020
Homologação: 11/11/2020
Julgamento: 05/11/2020
Adjudicação: 05/11/2020
Data de publicação: 19/10/2020
Prazo de Execução: 1 Mes
",Finalizado,,
9, 000075/2020 / A," 0318/2020 / ADITIVO
",Tomada de Preços,Menor Preço,30/11/2020,05/11/2020,"CONTRATACAO DE EMPRESA PARA OS SERVICOS DE RECAPEAMENTO ASFALTICO E TAPA BURACO DA RUA FRANCISCO GONCALVES TEIXEIRA, RUA ANTONIO SOARES PINHO, RUA PROFESSOR ANTONIO NEDER, RUA EVARISTO JUNQUEIRA, RUA JOAQUIM AMADOR NETO, RUA DO CEMITERIO, RUA JOSE CLAUDIO MARCHETTI, RUA JOSE C. RESENDE, AV. MINAS GERAIS, RUA MAJOR SEVERIANO DE FARIA, RUA ANTONIO F. NOGUEIRA E RUA OTAVIANO JUNQUEIRA EM CAREACU/MG.",35383.79,"Edital: 19/10/2020
Homologação: 11/11/2020
Julgamento: 05/11/2020
Adjudicação: 05/11/2020
Data de publicação: 19/10/2020
Prazo de Execução: 1 Mes
",Finalizado,,
10, 000073/2020," 0301/2020
 0302/2020
 0300/2020
",Pregão,Menor Preço,,22/10/2020,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE GENEROS ALIMENTICIOS E UTENSILIOS, PARA ATENDIMENTO AO CRAS (CENTRO DE REFERENCIA A ASSISTENCIA SOCIAL) DA PREFEITURA MUNICIPAL",56375.75,"Edital: 07/10/2020
Homologação: 28/10/2020
Julgamento: 22/10/2020
Adjudicação: 22/10/2020
Data de publicação: 07/10/2020
Prazo de Execução: 12 Meses
",Finalizado,,
11, 000072/2020," 0294/2020
 0293/2020
 0292/2020
 0291/2020
 0295/2020
",Pregão,Menor Preço,,14/10/2020,AQUISICAO DE OLEO LUBRIFICANTE PARA A MANUTENCAO DOS VEICULOS E MAQUINAS PERTENCENTE A FROTA MUNICIPAL.,728061.5,"Edital: 28/09/2020
Homologação: 20/10/2020
Julgamento: 14/10/2020
Adjudicação: 14/10/2020
Data de publicação: 28/09/2020
Prazo de Execução: 12 Meses
",Finalizado,,
12, 000071/2020," 0263/2020
",Dispensa,Menor Preço,,25/09/2020,"CONTRATACAO DE EMPRESA ESPECIALIZADA EM COLETA, TRANSPORTE, TRATAMENTO E CERTIFICACAO DA DESTINACAO FINAL DE RESIDUOS DE SERVICOS DE SAUDE (RSS), GRUPO A, B E E PARA ATENDER A SECRETARIA MUNICIPAL DE SAUDE E SUAS DIVISOES NO MUNICIPIO DE CAREACU, COM OBJETIVO DE SE ADEQUAR AS NORMAS AMBIENTAIS DE ACORDO COM A RESOLUCAO DO CONAMA Nº 358 DE 29 DE ABRIL DE 2005.",14400,"Homologação: 25/09/2020
Julgamento: 25/09/2020
Adjudicação: 25/09/2020
Prazo de Execução: 12 Meses
",Finalizado,,
13, 000070/2020," 0299/2020
",Pregão,Menor Preço,,06/10/2020,"CONTRATACAO DE EMPRESA ESPECIALIZADA EM MAO DE OBRA PARA EXECUCAO DE SERVICOS DE INSTALACAO, RETIRADA E SUBSTITUICAO DE LUMINARIAS DE VIAS PUBLICAS E DEMAIS SERVICOS.",357961.54,"Edital: 21/09/2020
Homologação: 23/10/2020
Julgamento: 06/10/2020
Adjudicação: 23/10/2020
Data de publicação: 21/09/2020
Prazo de Execução: 12 Meses
",Finalizado,,
14, 000068/2020," 0284/2020
",Pregão,Menor Preço,,29/09/2020,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE MEDICAMENTOS ETICOS, COM MAIOR DESCONTO (%) NA TABELA OFICIAL DA CMED/ANVISA, EM ATENDIMENTO DO SETOR DE SAUDE E DA ASSISTENCIA SOCIAL DA PREFEITURA MUNICIPAL DE CAREACU/MG.",Maior Desconto,"Edital: 11/09/2020
Homologação: 05/10/2020
Julgamento: 29/09/2020
Adjudicação: 29/09/2020
Data de publicação: 11/09/2020
Prazo de Execução: 12 Meses
",Finalizado,,
15, 000067/2020," 0265/2020
 0264/2020
 0266/2020
",Pregão,Menor Preço,,24/09/2020,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE LEITE EM PO PARA ATENDER AS NECESSIDADES DAS SECRETARIAS DE SAUDE, EDUCACAO E ASSISTENCIA SOCIAL DO MUNICIPIO DE CAREACU-MG.",120596.5,"Edital: 10/09/2020
Homologação: 30/09/2020
Julgamento: 24/09/2020
Adjudicação: 24/09/2020
Data de publicação: 10/09/2020
Prazo de Execução: 12 Meses
",Finalizado,,
16, 000066/2020," 0282/2020
 0282/2020
",Tomada de Preços,Menor Preço,,28/09/2020,"ASSENTAMENTO DE PISO INTERTRAVADO NO LADO DIREITO DA PREFEITURA MUNICIPAL, ASSENTAMENTO DE PISO HIDRAULICO CONTINUANDO A CALCADA DA PREFEITURA E EXECUCAO DE GRELHA DE DRENAGEM.",21991.64,"Edital: 09/09/2020
Homologação: 05/10/2020
Julgamento: 28/09/2020
Adjudicação: 28/09/2020
Data de publicação: 09/09/2020
Prazo de Execução: 30 Dias
",Finalizado,,
17, 000065/2020," 0262/2020
",Pregão,Menor Preço,,17/09/2020,AQUISICAO DE 01 (UM) VEICULO UTILITARIO SUV (ZERO QUILOMETRO) PARA O ATENDIMENTO A SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL DESTE MUNICIPIO.,71800,"Edital: 02/09/2020
Homologação: 23/09/2020
Julgamento: 17/09/2020
Adjudicação: 17/09/2020
Data de publicação: 03/09/2020
Prazo de Execução: 12 Meses
",Finalizado,,
18, 000064/2020," 0259/2020
 0258/2020
",Pregão,Menor Preço,,16/09/2020,AQUISICAO DE BLOCOS DE CIMENTO E CANALETAS PARA A MANUTENCAO DO SETOR DE OBRAS E SERVICOS URBANOS DO MUNICIPIO DE CAREACU-MG.,114100,"Edital: 28/08/2020
Homologação: 22/09/2020
Julgamento: 16/09/2020
Adjudicação: 16/09/2020
Data de publicação: 28/08/2020
Prazo de Execução: 12 Meses
",Finalizado,,
19, 000063/2020," 0256/2020
",Pregão,Menor Preço,,15/09/2020,"AQUISICAO DE PAES E BISCOITOS, PARA O ATENDIMENTO AOS SETORES DA EDUCACAO, CRAS, SAUDE E ADMINISTRACAO MUNICIPAL.",267000,"Edital: 27/08/2020
Homologação: 21/09/2020
Julgamento: 15/09/2020
Adjudicação: 15/09/2020
Data de publicação: 27/08/2020
Prazo de Execução: 12 Meses
",Finalizado,,
20, 000062/2020," 0267/2020
 0268/2020
 0269/2020
 0270/2020
",Pregão,Menor Preço,,10/09/2020,"CONTRATACAO DE EMPRESA PARA AQUISICAO DE LUMINARIAS PARA ILUMINACAO PUBLICA COM TECNOLOGIA LED, AQUISICAO DE BRACOS DESTINADOS A INSTALACAO DE LUMINARIAS LED E AQUISICAO DE MATERIAIS ELETRICOS PARA A LIGACAO ELETRICA DAS LUMINARIAS NO PARQUE DE ILUMINACAO PUBLICA DO MUNICIPIO.",810953.51,"Edital: 26/08/2020
Homologação: 30/09/2020
Julgamento: 10/09/2020
Adjudicação: 30/09/2020
Data de publicação: 26/08/2020
Prazo de Execução: 12 Meses
",Finalizado,,
21, 000061/2020," 0252/2020
 0248/2020
 0251/2020
 0250/2020
 0246/2020
 0249/2020
 0247/2020
 0253/2020
",Pregão,Menor Preço,,01/09/2020,"AQUISICAO DE MATERIAL HOSPITALAR PARA MANUTENCAO DA SECRETARIA DE SAUDE E FRALDAS, EM ATENDIMENTO AOS SETORES DE SAUDE, EDUCACAO E ASSISTENCIA SOCIAL DESTE MUNICIPIO.",1435674.45,"Edital: 17/08/2020
Homologação: 14/09/2020
Julgamento: 01/09/2020
Adjudicação: 08/09/2020
Data de publicação: 17/08/2020
Prazo de Execução: 12 Meses
",Finalizado,,
22, 000061/2020 / A," 0251/2020 / ADITIVO
",Pregão,Menor Preço,10/06/2021,01/09/2020,"AQUISICAO DE MATERIAL HOSPITALAR PARA MANUTENCAO DA SECRETARIA DE SAUDE E FRALDAS, EM ATENDIMENTO AOS SETORES DE SAUDE, EDUCACAO E ASSISTENCIA SOCIAL DESTE MUNICIPIO.",468.75,"Edital: 17/08/2020
Homologação: 14/09/2020
Julgamento: 01/09/2020
Adjudicação: 08/09/2020
Data de publicação: 17/08/2020
Prazo de Execução: 12 Meses
",Finalizado,,
23, 000060/2020," 0245/2020
",Pregão,Menor Preço,,27/08/2020,"AQUISICAO DE CESTAS BASICAS PARA ATENDIMENTO AOS SERVICOS EVENTUAIS PRESTADOS PELO MUNICIPIO DE CAREACU-MG ALEM DE SUPRIR AS NECESSIDADES DAS PESSOAS QUE SE ENCONTRAM EM SITUACAO DE VULNERABILIDADE SOCIAL, CONFORME DISPOSTO DA POLITICA NACIONAL DE ASSISTENCIA SOCIAL.",35850,"Edital: 13/08/2020
Homologação: 02/09/2020
Julgamento: 27/08/2020
Adjudicação: 27/08/2020
Data de publicação: 13/08/2020
Prazo de Execução: 12 Meses
",Finalizado,,
24, 000059/2020," 0205/2020
",Dispensa,Menor Preço,,06/08/2020,"CONTRATAÇÃO DE EMPRESA PARA PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS EM PATRIMÔNIO CULTURAL, ARQUITETURA, ATIVIDADES DE PRODUÇÃO FOTOGRÁFICAS, EM ATENDIMENTO À LEI ESTADUAL 18030/2018 - DELIBERAÇÃO NORMATIVA DO (CONEP) Nº 20/2018, PARA FINS DE OBTENÇÃO DA COTA PARTE ICMS CULTURAL PELO MUNICÍPIO, EXERCÍCIO 2022 (ANO 2020 ENTREGA EM DEZEMBRO DE 2020).",9750,"Homologação: 06/08/2020
Julgamento: 06/08/2020
Adjudicação: 06/08/2020
Prazo de Execução: 5 Meses
",Finalizado,,
25, 000058/2020," 0239/2020
 0240/2020
",Pregão,Menor Preço,,18/08/2020,AQUISICAO DE ARTEFATOS DE CIMENTO PARA A MANUTENCAO DO SETOR DE OBRAS E SERVICOS URBANOS DO MUNICIPIO DE CAREACU-MG.,192605,"Edital: 03/08/2020
Homologação: 24/08/2020
Julgamento: 18/08/2020
Adjudicação: 18/08/2020
Data de publicação: 03/08/2020
Prazo de Execução: 12 Meses
",Finalizado,,
26, 000057/2020," 0221/2020
",Pregão,Menor Preço,,11/08/2020,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE PINTURA DA PISTA DE CAMINHADA NO MUNICIPIO DE CAREACU/MG.,114000,"Edital: 27/07/2020
Homologação: 17/08/2020
Julgamento: 11/08/2020
Adjudicação: 11/08/2020
Data de publicação: 27/07/2020
Prazo de Execução: 12 Meses
",Finalizado,,
27, 000057/2020 / A," 0221/2020 / ADITIVO
",Pregão,Menor Preço,21/10/2020,11/08/2020,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE PINTURA DA PISTA DE CAMINHADA NO MUNICIPIO DE CAREACU/MG.,28500,"Edital: 27/07/2020
Homologação: 17/08/2020
Julgamento: 11/08/2020
Adjudicação: 11/08/2020
Data de publicação: 27/07/2020
Prazo de Execução: 12 Meses
",Finalizado,,
